,id,long,lang
0,4096,-0.0021477025002241135,0.6652492880821228
1,4100,0.04504760727286339,-0.047504425048828125
2,4101,0.04451492428779602,-0.06154559925198555
3,4103,0.0627177357673645,-0.006135846488177776
4,4104,0.14019395411014557,-0.19740033149719238
5,4108,-0.007037299685180187,0.6612827777862549
6,4110,0.05152727663516998,-0.023585818707942963
7,4111,0.05067642033100128,-0.042856860905885696
8,4113,0.13283927738666534,-0.03765232861042023
9,4114,0.3775760531425476,0.12535004317760468
10,4115,0.05609190836548805,-0.013399417512118816
11,4116,0.056330788880586624,-0.01379362866282463
12,4118,0.023933053016662598,-0.045431721955537796
13,4121,0.0491521954536438,-0.05592673644423485
14,4122,0.04713383689522743,-0.04380561038851738
15,4127,0.6221364140510559,0.4063580632209778
16,4128,0.5570329427719116,0.5243613123893738
17,4133,-0.3629273772239685,-0.415873646736145
18,4135,0.023366175591945648,0.6767328381538391
19,4137,0.3658636510372162,0.12255976349115372
20,4138,0.07836055755615234,-0.03456700220704079
21,2091,0.04262369126081467,-0.0791962519288063
22,4141,0.18220646679401398,-0.8654788136482239
23,52,-0.029496191069483757,0.01763547584414482
24,4150,-0.001285047153942287,0.659260630607605
25,4151,0.07079757004976273,-0.04810243844985962
26,4152,0.07103103399276733,-0.03372383862733841
27,4153,-0.36905360221862793,-0.40025535225868225
28,4154,0.8950063586235046,-0.16029459238052368
29,4157,0.0028998341877013445,0.6689121723175049
30,4161,0.06214108318090439,-0.043579574674367905
31,4163,0.06436556577682495,-0.03656800836324692
32,4164,0.1764260083436966,-0.8240200877189636
33,4165,0.17008885741233826,-0.7834402322769165
34,4170,0.06326586753129959,-0.03393828868865967
35,2744,0.06538532674312592,-0.030490754172205925
36,4179,0.03766998276114464,-0.0453694686293602
37,4180,0.035223715007305145,-0.04590890184044838
38,4183,-0.0012650559656322002,0.6691837906837463
39,4184,0.022382836788892746,-0.9082316160202026
40,4189,0.06147865951061249,-0.04367624968290329
41,4194,0.0601302869617939,-0.03117799572646618
42,4200,0.5460480451583862,0.525964081287384
43,4202,0.6658925414085388,0.4368085563182831
44,4209,0.08616237342357635,-0.0357268862426281
45,4210,0.07360526919364929,-0.02122502028942108
46,4212,0.06615619361400604,-0.02428494393825531
47,3092,0.07360586524009705,-0.04451408609747887
48,4219,-0.3595374524593353,-0.4044437110424042
49,4224,0.06455610692501068,-0.015318947844207287
50,4232,0.21949146687984467,-0.8586039543151855
51,4235,0.5469728112220764,0.5370784997940063
52,4237,0.06536166369915009,-0.026533935219049454
53,4241,0.06859752535820007,-0.0015296180499717593
54,4242,0.05015464127063751,-0.03963838890194893
55,4243,-0.5756139755249023,-0.6091974973678589
56,4244,0.06726417690515518,-0.029904501512646675
57,4246,0.5507984161376953,0.5229169130325317
58,4249,0.06329820305109024,-0.018642546609044075
59,4250,0.6980694532394409,0.457829087972641
60,4251,0.5493183135986328,0.5280709266662598
61,4252,0.06526334583759308,-0.012990439310669899
62,4253,0.06024181470274925,-0.015112319961190224
63,4255,0.37529680132865906,0.11760207265615463
64,4258,0.009591701440513134,0.6668459177017212
65,4259,0.3749939203262329,0.12500707805156708
66,4262,0.026992548257112503,-0.04897060617804527
67,4263,0.0628502368927002,-0.019232720136642456
68,4267,0.33937686681747437,-0.7429043054580688
69,4268,0.33465930819511414,-0.7324157953262329
70,4269,0.3264066278934479,-0.7137706875801086
71,4270,0.3879098892211914,0.12485149502754211
72,4271,0.04714810475707054,-0.031345248222351074
73,4272,0.06341882795095444,-0.01838528923690319
74,4274,0.40499359369277954,0.11253028362989426
75,4277,0.5389794111251831,0.5269080400466919
76,4282,0.049067992717027664,-0.0524052157998085
77,4284,0.02652283012866974,-0.05934542417526245
78,4286,0.05446308106184006,-0.0003776331141125411
79,4302,0.3748910129070282,0.11258389800786972
80,4303,0.3749784231185913,0.10917606949806213
81,4310,0.38295844197273254,0.11595437675714493
82,4311,-0.36706697940826416,-0.4124186635017395
83,4312,0.37592121958732605,0.1132250502705574
84,4313,0.37832778692245483,0.1205287054181099
85,4315,-0.21997135877609253,-0.7884121537208557
86,4316,-0.23651866614818573,-0.7799922227859497
87,4321,0.38000473380088806,0.12099149823188782
88,4325,0.3909507989883423,0.11693520843982697
89,4326,0.4041820168495178,0.15335287153720856
90,4331,0.37332531809806824,0.11790521442890167
91,4332,0.7880520224571228,-0.5980590581893921
92,4334,0.3718295991420746,0.12168528884649277
93,4338,0.10260768979787827,-0.036182645708322525
94,4343,0.05778306722640991,-0.007799740415066481
95,4344,0.05287288501858711,-0.029337266460061073
96,4345,0.9160063862800598,-0.2752065658569336
97,4346,0.9522753953933716,-0.28703105449676514
98,4352,0.06309051066637039,-0.011275696568191051
99,4354,0.8868805766105652,-0.1147603839635849
100,4139,0.5675113201141357,0.5339499115943909
101,4375,-0.4449262022972107,0.07179104536771774
102,4382,-0.10838834941387177,0.27418676018714905
103,4385,0.8572695851325989,-0.18179059028625488
104,4390,-0.39893561601638794,0.0550466850399971
105,4392,-0.4076356589794159,0.05697067454457283
106,4393,-0.40410158038139343,0.057166408747434616
107,4395,0.06829790771007538,-0.010089460760354996
108,4397,0.9243338108062744,0.34192419052124023
109,4398,0.9264439344406128,0.3302445113658905
110,4400,0.379266619682312,0.11646562814712524
111,4401,0.5769727230072021,-0.8376494646072388
112,4402,0.5986641049385071,-0.8701448440551758
113,4404,0.09975031763315201,-0.01676305942237377
114,4406,-0.12081491947174072,0.23385319113731384
115,4407,-0.0871044173836708,0.29062965512275696
116,4410,-0.43505382537841797,0.052246011793613434
117,4415,0.9978713393211365,0.06483627110719681
118,4416,-0.36429351568222046,-0.39623942971229553
119,4418,0.5203469395637512,0.6693990230560303
120,4419,0.5145761370658875,0.6739420294761658
121,4420,0.509796142578125,0.6792917251586914
122,4422,-0.4193747043609619,0.05028150603175163
123,4428,0.521078884601593,0.6807042360305786
124,4430,0.07696860283613205,-0.010049976408481598
125,4436,-0.09498100727796555,0.22872158885002136
126,4437,-0.10023770481348038,0.22637149691581726
127,4438,0.28413504362106323,0.6920356154441833
128,2400,-0.2307921200990677,-0.8182382583618164
129,4455,-0.7924572825431824,0.31244054436683655
130,4456,-0.35436442494392395,-0.40663620829582214
131,4457,-0.11475494503974915,0.2220018208026886
132,4458,-0.3703750967979431,-0.4033685624599457
133,4466,-0.47328296303749084,-0.5295208692550659
134,4467,-0.4763225317001343,-0.5381685495376587
135,4468,-0.4694821834564209,-0.5198349952697754
136,4469,-0.47970977425575256,-0.5252753496170044
137,4470,-0.4822894036769867,-0.5349639654159546
138,4471,-0.48905131220817566,-0.5363975167274475
139,4474,-0.4838733375072479,-0.541558027267456
140,4476,-0.487149178981781,-0.5293861031532288
141,4477,-0.16776855289936066,0.16567125916481018
142,4484,-0.1806490123271942,0.21574784815311432
143,4486,0.8769869208335876,-0.32301202416419983
144,4487,0.8443537950515747,-0.3092479705810547
145,4489,-0.900263249874115,-0.05916358530521393
146,4492,-0.39547932147979736,0.03320711478590965
147,4493,0.6904798746109009,-0.17544332146644592
148,4495,0.07064494490623474,-0.005946422927081585
149,4496,0.3670203387737274,0.11937021464109421
150,4503,-0.49339309334754944,0.042064227163791656
151,4504,0.6360325813293457,-0.15000195801258087
152,4508,-0.30265504121780396,-0.00935849454253912
153,4509,-0.2922302782535553,0.009425821714103222
154,4518,-0.4125528633594513,0.05420377478003502
155,4519,0.12420503795146942,-0.030436333268880844
156,4521,0.09707243740558624,-0.02325519360601902
157,4522,0.08263373374938965,-0.011649269610643387
158,4523,0.06303896754980087,0.006234319414943457
159,4526,0.0642087459564209,-0.0032594860531389713
160,4527,-0.7995861172676086,0.3078923523426056
161,4528,-0.18575380742549896,0.24860122799873352
162,4531,-0.02203158289194107,-0.3944278657436371
163,4532,-0.015302827581763268,-0.39110180735588074
164,4533,-0.025649119168519974,-0.3619229197502136
165,4534,-0.3977202773094177,0.04574514925479889
166,4537,0.06106434762477875,0.009199758991599083
167,4538,0.3684347867965698,0.11164677143096924
168,4540,0.3694002330303192,0.11411520838737488
169,4541,-0.40973910689353943,0.04549383372068405
170,4544,-0.02158915065228939,-0.3310703635215759
171,4545,-0.45270225405693054,0.04972744360566139
172,4546,-0.35999056696891785,-0.40245622396469116
173,4553,-0.4017268419265747,0.04830802232027054
174,4556,0.36834123730659485,0.10803632438182831
175,4559,-0.400817334651947,0.06601287424564362
176,4560,0.5022078156471252,0.6545574069023132
177,4562,0.11647487431764603,-0.022024130448698997
178,4564,0.07500684261322021,-0.01884038932621479
179,4569,-0.408086895942688,0.04803825542330742
180,4570,0.10870835185050964,-0.0235978402197361
181,4573,0.3555193543434143,0.11268719285726547
182,4574,0.36168694496154785,0.1286453753709793
183,4575,0.36861497163772583,0.11652424186468124
184,4576,0.3613007366657257,0.12161413580179214
185,4577,0.36342424154281616,0.11874300986528397
186,4578,0.3600338399410248,0.11515877395868301
187,4579,0.3725564479827881,0.10808856785297394
188,4580,0.370033860206604,0.1281692087650299
189,4581,0.3680315613746643,0.12491143494844437
190,4583,-0.007654170040041208,0.675944447517395
191,4585,0.6205368638038635,-0.39413806796073914
192,4586,0.5891298055648804,-0.37696683406829834
193,4595,-0.06678229570388794,-0.8328673839569092
194,4597,-0.7059769034385681,-0.5434362888336182
195,4600,-0.35811030864715576,-0.4141960144042969
196,4601,-0.35256969928741455,-0.4076858460903168
197,4604,0.06763634085655212,-0.00814101379364729
198,4606,-0.07018335163593292,0.8022266626358032
199,4607,-0.07186811417341232,0.7920612692832947
200,4608,-0.08079930394887924,0.7967289090156555
201,4609,0.04476339370012283,-0.05495665222406387
202,4611,-0.09777237474918365,0.2369891256093979
203,4612,-0.09382415562868118,0.2356691211462021
204,4613,-0.09304861724376678,0.23460164666175842
205,4614,-0.09743870794773102,0.2327423095703125
206,4615,-0.06366054713726044,-0.3508163094520569
207,4616,-0.08380266278982162,0.23284879326820374
208,4617,-0.05437849089503288,-0.30305495858192444
209,4619,-0.28610339760780334,0.004412685055285692
210,4620,-0.2814237177371979,0.015271761454641819
211,4621,-0.2903728187084198,0.005464704241603613
212,4622,0.3587811291217804,0.11071207374334335
213,4624,0.09223361313343048,-0.051076773554086685
214,4626,-0.6519325971603394,0.5072129964828491
215,4630,-0.24706606566905975,0.05763097107410431
216,4632,-0.7731231451034546,-0.5982887148857117
217,4633,-0.744577944278717,-0.5748980045318604
218,4634,0.5524290204048157,0.5123932361602783
219,4636,-0.6720056533813477,0.5246275663375854
220,4639,0.9827612042427063,0.0625327005982399
221,4640,-0.10647951811552048,-0.23077137768268585
222,4641,0.11562830209732056,-0.056619420647621155
223,4642,-0.07811003923416138,-0.9195079803466797
224,4645,-0.6435682773590088,0.6907929182052612
225,4646,-0.6180646419525146,0.6611602902412415
